"player_name","position","season","platform","week","passing_yards","pass_touchdown","complete_pass","incomplete_pass","rushing_yards","rush_touchdown","first_down_rush","rush_attempt","receiving_yards","first_down_pass","yards_gained","touchdown","first_down","fumble_lost","two_point_attempt","return_yards","return_touchdown","reception","targets","pass_2pt_conversion","rush_2pt_conversion","receiving_2pt_conversion","passing_yards_points","passing_td_points","passing_2pt_points","rushing_yards_points","rushing_td_points","rushing_first_down_points","rushing_attempt_points","rushing_2pt_points","receiving_yards_points","receiving_td_points","receiving_first_down_points","receiving_2pt_points","receptions_points","target_points","sack_points","tackle_points","assisted_tackle_points","tackle_for_loss_points","forced_fumble_points","fumble_recovery_points","interception_points","pass_defended_points","safety_points","block_points","fumble_recovery_td_points","total_points"
"Aaron Burbridge","WR",2016,"sleeper",81,88,0,7,9,0,0,0,0,88,5,88,0,5,1,0,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,8.8,0,5,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,31.3
"Aaron Dobson","WR",2014,"sleeper",26,38,0,3,2,0,0,0,0,38,2,38,0,2,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3.8,0,2,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,13.3
"Aaron Dobson","WR",2015,"sleeper",34,141,0,13,8,0,0,0,0,141,9,141,0,9,0,0,0,0,13,21,0,0,0,0,0,0,0,0,0,0,0,14.1,0,9,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,55.6
"Aaron Jones","RB",2017,"sleeper",99,22,0,9,9,448,4,21,81,22,2,470,4,25,0,0,0,0,7,18,0,0,0,0,0,0,44.8,24,21,40.5,0,2.2,0,2,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,152
"Aaron Jones","RB",2018,"sleeper",110,206,1,26,9,728,8,41,133,206,12,934,9,54,1,0,0,0,22,35,0,0,0,0,0,0,72.8,48,41,66.5,0,20.6,6,12,0,55,0,0,0,0,0,0,0,0,0,0,0,0,321.9
"Aaron Jones","RB",2019,"sleeper",142,474,3,49,19,1084,16,55,236,474,18,1558,19,74,2,0,0,0,44,68,0,0,0,0,0,0,108.4,96,55,118,0,47.4,18,18,0,110,0,0,0,0,0,0,0,0,0,0,0,0,570.8
"Aaron Jones","RB",2020,"sleeper",133,355,2,47,16,1104,9,52,202,355,15,1459,11,67,0,1,0,0,40,63,0,0,0,0,0,0,110.4,54,52,101,0,35.5,12,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,479.9
"Aaron Jones","RB",2021,"sleeper",129,391,6,52,13,799,4,37,171,391,22,1190,10,59,1,0,19,0,45,65,0,0,0,0,0,0,79.9,24,37,85.5,0,39.1,36,22,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,436
"Aaron Jones","RB",2022,"sleeper",139,375,5,56,12,1073,2,52,201,375,19,1450,7,73,2,1,0,0,48,68,0,0,1,0,0,0,107.3,12,52,100.5,0,37.5,30,19,2,120,0,0,0,0,0,0,0,0,0,0,0,0,480.3
"Aaron Jones","RB",2023,"sleeper",98,203,1,25,13,545,2,26,120,203,11,748,3,40,1,0,0,0,22,38,0,0,0,0,0,0,54.5,12,26,60,0,20.3,6,11,0,55,0,0,0,0,0,0,0,0,0,0,0,0,244.8
"Aaron Jones","RB",2024,"sleeper",147,378,2,46,9,1093,5,48,245,378,18,1471,7,69,3,0,0,0,40,55,0,0,0,0,0,0,109.3,30,48,122.5,0,37.8,12,18,0,100,0,0,0,0,0,0,0,0,0,0,0,0,477.6
"Aaron Ripkowski","RB",2016,"sleeper",102,46,1,9,1,150,2,10,34,46,2,196,3,14,0,0,0,0,8,10,0,0,0,0,0,0,15,12,10,17,0,4.6,6,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,86.6
"Aaron Ripkowski","RB",2017,"sleeper",102,39,0,7,3,13,0,0,5,39,1,52,0,1,0,0,0,0,6,10,0,0,0,0,0,0,1.3,0,0,2.5,0,3.9,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,23.7
"Aaron Rodgers","QB",2014,"sleeper",144,4381,38,341,174,283,2,20,33,4381,219,4490,40,242,3,1,75,0,0,0,0,0,0,175.24,228,0,28.3,12,20,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.04
"Aaron Rodgers","QB",2015,"sleeper",146,3821,31,347,216,356,1,20,47,3849,173,3866,35,195,5,5,55,3,0,0,3,0,0,152.84,186,6,35.6,6,20,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.94
"Aaron Rodgers","QB",2016,"sleeper",149,4428,40,401,200,386,4,25,52,4428,222,4572,45,250,7,3,77,1,0,0,1,1,0,177.12,240,2,38.6,24,25,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534.72
"Aaron Rodgers","QB",2017,"sleeper",36,1675,16,154,77,131,0,10,19,1675,85,1638,18,98,2,2,109,2,0,0,0,0,0,67,96,0,13.1,0,10,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.6
"Aaron Rodgers","QB",2018,"sleeper",146,4442,25,372,221,274,2,20,39,4442,200,4369,27,221,4,4,24,0,0,0,2,1,0,177.68,150,4,27.4,12,20,19.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412.58
"Aaron Rodgers","QB",2019,"sleeper",142,4002,26,353,211,202,1,9,29,4002,189,3926,27,205,7,3,87,0,0,0,2,1,0,160.08,156,4,20.2,6,9,14.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.78
"Aaron Rodgers","QB",2020,"sleeper",148,4293,48,373,146,157,3,15,29,4293,216,4268,52,233,4,0,73,1,0,1,0,0,0,171.96,288,0,15.7,18,15,14.5,0,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.56
"Aaron Rodgers","QB",2021,"sleeper",131,3973,35,353,154,107,3,10,20,3973,204,3900,38,218,0,1,128,0,0,1,0,0,0,159.08,210,0,10.7,18,10,10,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.38
"Aaron Rodgers","QB",2022,"sleeper",139,3490,25,333,169,100,1,8,17,3496,168,3353,27,179,6,3,71,1,0,0,2,0,0,139.6,150,4,10,6,8,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.1
"Aaron Rodgers","QB",2023,"sleeper",1,0,0,0,1,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Rodgers","QB",2024,"sleeper",141,3623,24,345,193,111,0,7,17,3623,178,3453,26,187,5,3,222,2,0,0,2,0,0,144.92,144,4,11.1,0,7,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319.52
"Aaron Shampklin","RB",2024,"sleeper",15,0,0,0,0,17,0,1,6,0,0,17,0,1,0,0,101,0,0,0,0,0,0,0,0,0,1.7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7
"Abry Jones","DT",2015,"sleeper",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ace Sanders","WR",2014,"sleeper",132,55,0,6,1,0,0,0,0,55,1,55,0,1,1,0,243,0,5,7,0,0,0,0,0,0,0,0,0,0,0,5.5,0,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,19
"Adam Humphries","WR",2015,"sleeper",126,260,1,27,10,0,0,0,0,260,18,260,2,19,0,1,48,1,27,37,0,0,0,0,0,0,0,0,0,0,0,26,12,18,0,67.5,0,0,0,0,0,0,0,0,0,0,0,0,123.5
"Adam Humphries","WR",2016,"sleeper",133,622,2,55,25,18,0,0,5,622,27,642,2,27,0,1,333,0,53,80,0,0,1,0,0,0,1.8,0,0,2.5,0,62.2,12,27,2,132.5,0,0,0,0,0,0,0,0,0,0,0,0,240
"Adam Humphries","WR",2017,"sleeper",152,625,1,61,22,6,0,1,1,631,34,631,1,37,1,0,49,0,60,83,0,0,0,0,0,0,0.6,0,1,0.5,0,63.1,6,34,0,150,0,0,0,0,0,0,0,0,0,0,0,0,255.2
"Adam Humphries","WR",2018,"sleeper",148,816,5,76,28,11,0,0,2,816,48,827,6,49,0,1,177,1,74,104,0,0,0,0,0,0,1.1,0,0,1,0,81.6,36,48,0,185,0,0,0,0,0,0,0,0,0,0,0,0,352.7
"Adam Humphries","WR",2019,"sleeper",80,374,2,37,10,1,0,0,1,374,20,375,2,20,0,1,78,0,35,47,0,0,0,0,0,0,0.1,0,0,0.5,0,37.4,12,20,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,157.5
"Adam Humphries","WR",2020,"sleeper",40,228,2,23,11,0,0,0,0,228,11,228,2,11,0,0,21,0,23,34,0,0,0,0,0,0,0,0,0,0,0,22.8,12,11,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,103.3
"Adam Humphries","WR",2021,"sleeper",144,380,0,40,18,0,0,0,0,380,23,380,0,23,0,0,11,0,37,58,0,0,0,0,0,0,0,0,0,0,0,38,0,23,0,92.5,0,0,0,0,0,0,0,0,0,0,0,0,153.5
"Adam Jones","CB",2014,"sleeper",131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam Jones","CB",2015,"sleeper",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam Prentice","RB",2021,"sleeper",45,14,0,2,0,4,0,1,2,14,1,18,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0.4,0,1,1,0,1.4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9.8
"Adam Prentice","RB",2022,"sleeper",63,9,0,3,0,9,0,3,4,9,1,18,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0.9,0,3,2,0,0.9,0,1,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,15.3
"Adam Prentice","RB",2023,"sleeper",21,12,0,2,1,12,0,1,2,12,0,24,0,1,1,0,0,0,2,3,0,0,0,0,0,0,1.2,0,1,1,0,1.2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9.4
"Adam Prentice","RB",2024,"sleeper",36,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam Shaheen","TE",2017,"sleeper",58,127,3,12,2,0,0,0,0,127,8,127,3,8,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,12.7,18,8,0,42,0,0,0,0,0,0,0,0,0,0,0,0,80.7
"Adam Shaheen","TE",2018,"sleeper",55,48,1,5,1,0,0,0,0,48,3,50,1,3,0,1,0,0,5,6,0,0,1,0,0,0,0,0,0,0,0,4.8,6,3,2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,33.3
"Adam Shaheen","TE",2019,"sleeper",34,74,0,9,4,0,0,0,0,74,3,76,0,3,1,1,0,0,9,13,0,0,1,0,0,0,0,0,0,0,0,7.4,0,3,2,31.5,0,0,0,0,0,0,0,0,0,0,0,0,43.9
"Adam Shaheen","TE",2020,"sleeper",131,150,3,12,10,0,0,0,0,150,9,150,3,9,0,0,0,0,12,22,0,0,0,0,0,0,0,0,0,0,0,15,18,9,0,42,0,0,0,0,0,0,0,0,0,0,0,0,84
"Adam Shaheen","TE",2021,"sleeper",54,110,0,12,4,0,0,0,0,110,5,110,0,5,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,58
"Adam Thielen","WR",2014,"sleeper",67,137,1,8,4,0,0,0,0,137,7,137,1,7,0,0,33,0,8,12,0,0,0,0,0,0,0,0,0,0,0,13.7,6,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,46.7
"Adam Thielen","WR",2015,"sleeper",97,144,0,12,6,89,0,4,4,144,5,233,0,9,0,0,0,0,12,18,0,0,0,0,0,0,8.9,0,4,2,0,14.4,0,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,64.3
"Adam Thielen","WR",2016,"sleeper",147,967,5,69,20,15,0,1,2,967,44,982,5,45,1,0,62,0,69,89,0,0,0,0,0,0,1.5,0,1,1,0,96.7,30,44,0,172.5,0,0,0,0,0,0,0,0,0,0,0,0,346.7
"Adam Thielen","WR",2017,"sleeper",144,1276,4,91,50,11,0,1,1,1276,59,1287,4,60,2,0,0,0,89,141,0,0,0,0,0,0,1.1,0,1,0.5,0,127.6,24,59,0,222.5,0,0,0,0,0,0,0,0,0,0,0,0,435.7
"Adam Thielen","WR",2018,"sleeper",143,1373,9,113,38,30,0,1,5,1373,74,1405,9,77,1,1,27,0,113,151,0,0,1,0,0,0,3,0,1,2.5,0,137.3,54,74,2,282.5,0,0,0,0,0,0,0,0,0,0,0,0,556.3
"Adam Thielen","WR",2019,"sleeper",68,422,6,30,18,6,1,1,4,418,18,428,7,19,1,0,0,0,29,48,0,0,0,0,0,0,0.6,6,1,2,0,41.8,36,18,0,72.5,0,0,0,0,0,0,0,0,0,0,0,0,177.9
"Adam Thielen","WR",2020,"sleeper",134,925,14,74,30,15,0,0,3,925,52,940,14,52,0,1,75,0,73,104,0,0,0,0,0,0,1.5,0,0,1.5,0,92.5,84,52,0,182.5,0,0,0,0,0,0,0,0,0,0,0,0,414
"Adam Thielen","WR",2021,"sleeper",100,726,10,67,26,2,0,0,1,726,37,728,10,37,0,0,24,0,63,93,0,0,0,0,0,0,0.2,0,0,0.5,0,72.6,60,37,0,157.5,0,0,0,0,0,0,0,0,0,0,0,0,327.8
"Adam Thielen","WR",2022,"sleeper",146,708,5,68,33,0,0,0,0,708,44,710,5,46,0,2,39,0,67,101,0,0,1,0,0,0,0,0,0,0,0,70.8,30,44,2,167.5,0,0,0,0,0,0,0,0,0,0,0,0,314.3
"Adam Thielen","WR",2023,"sleeper",146,1002,4,101,32,6,0,0,1,1002,55,1010,4,55,0,1,0,0,99,133,0,0,1,0,0,0,0.6,0,0,0.5,0,100.2,24,55,2,247.5,0,0,0,0,0,0,0,0,0,0,0,0,429.8
"Adam Thielen","WR",2024,"sleeper",93,571,5,43,9,0,0,0,0,571,27,571,5,28,0,0,32,0,43,52,0,0,0,0,0,0,0,0,0,0,0,57.1,30,27,0,107.5,0,0,0,0,0,0,0,0,0,0,0,0,221.6
"Adam Trautman","TE",2020,"sleeper",104,171,1,15,1,0,0,0,0,171,9,171,1,9,0,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,17.1,6,9,0,49,0,0,0,0,0,0,0,0,0,0,0,0,81.1
"Adam Trautman","TE",2021,"sleeper",73,245,1,26,15,0,0,0,0,245,12,245,1,12,1,1,1,0,24,41,0,0,0,0,0,0,0,0,0,0,0,24.5,6,12,0,84,0,0,0,0,0,0,0,0,0,0,0,0,126.5
"Adam Trautman","TE",2022,"sleeper",105,189,1,17,4,0,0,0,0,189,8,189,1,8,0,0,0,0,17,21,0,0,0,0,0,0,0,0,0,0,0,18.9,6,8,0,59.5,0,0,0,0,0,0,0,0,0,0,0,0,92.4
"Adam Trautman","TE",2023,"sleeper",136,183,3,21,12,0,0,0,0,183,9,183,3,9,0,0,5,0,21,33,0,0,0,0,0,0,0,0,0,0,0,18.3,18,9,0,73.5,0,0,0,0,0,0,0,0,0,0,0,0,118.8
"Adam Trautman","TE",2024,"sleeper",127,188,2,13,9,0,0,0,0,188,8,188,2,8,0,0,0,0,13,22,0,0,0,0,0,0,0,0,0,0,0,18.8,12,8,0,45.5,0,0,0,0,0,0,0,0,0,0,0,0,84.3
"Adonai Mitchell","WR",2024,"sleeper",139,336,0,24,31,6,0,1,4,336,17,342,1,18,1,0,0,1,22,54,0,0,0,0.96,0,0,0.6,0,1,2,0,31.2,0,16,0,55,0,0,0,0,0,0,0,0,0,0,0,0,106.76
"Adrian Killins","RB",2020,"sleeper",4,2,0,1,0,-12,0,0,1,2,0,-10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1.2,0,0,0.5,0,0.2,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2
"Adrian Peterson","RB",2014,"sleeper",1,18,0,2,1,75,0,3,21,18,1,93,0,4,0,0,0,0,2,3,0,0,0,0,0,0,7.5,0,3,10.5,0,1.8,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,28.8
"Adrian Peterson","RB",2015,"sleeper",148,222,0,30,6,1485,11,71,327,222,8,1707,11,80,3,0,0,0,24,36,0,0,0,0,0,0,148.5,66,71,163.5,0,22.2,0,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,539.2
"Adrian Peterson","RB",2016,"sleeper",18,8,0,3,3,72,0,3,37,8,0,80,0,3,1,0,0,0,2,6,0,0,0,0,0,0,7.2,0,3,18.5,0,0.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,34.5
"Adrian Peterson","RB",2017,"sleeper",65,70,0,11,8,529,2,20,156,70,3,599,2,24,2,0,0,0,10,19,0,0,0,0,0,0,52.9,12,20,78,0,7,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,197.9
"Adrian Peterson","RB",2018,"sleeper",149,208,1,20,6,1042,7,47,251,208,9,1250,8,60,2,0,0,0,18,26,0,0,0,0,0,0,104.2,42,47,125.5,0,20.8,6,9,0,45,0,0,0,0,0,0,0,0,0,0,0,0,399.5
"Adrian Peterson","RB",2019,"sleeper",142,142,0,17,6,898,5,41,211,142,7,1040,5,48,2,0,0,0,13,23,0,0,0,0,0,0,89.8,30,41,105.5,0,14.2,0,7,0,32.5,0,0,0,0,0,0,0,0,0,0,0,0,320
"Adrian Peterson","RB",2020,"sleeper",148,101,0,12,6,604,7,34,156,101,4,705,7,38,0,0,0,0,11,18,0,0,0,0,0,0,60.4,42,34,78,0,10.1,0,4,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,256
"Adrian Peterson","RB",2021,"sleeper",43,8,0,4,0,98,2,6,38,8,0,106,2,6,0,0,0,0,2,4,0,0,0,0,0,0,9.8,12,6,19,0,0.8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,52.6
"Adrien Robinson","TE",2014,"sleeper",58,50,1,5,2,0,0,0,0,50,3,50,1,3,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,28
"Ahmad Bradshaw","RB",2014,"sleeper",56,300,6,38,8,425,2,18,90,300,20,725,8,38,2,0,18,0,34,46,0,0,0,0,0,0,42.5,12,18,45,0,30,36,20,0,85,0,0,0,0,0,0,0,0,0,0,0,0,288.5
"Ahmad Bradshaw","RB",2015,"sleeper",53,64,3,10,4,85,0,5,31,64,5,149,3,10,0,0,0,0,10,14,0,0,0,0,0,0,8.5,0,5,15.5,0,6.4,18,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,83.4
