player_id,player_name,position,team,projected_points,confidence,overall_rank,position_rank,tier,tier_label
00-0028118,Tyrod Taylor,QB,NYJ,261.40577746686085,70,544.0,33.0,4.0,Backup
00-0038583,Dorian Thompson-Robinson,QB,CLE,257.5822751747836,75,551.0,34.0,4.0,Backup
00-0030565,Geno Smith,QB,SEA,255.67635448728385,70,552.0,35.0,4.0,Backup
00-0034955,Brett Rypien,QB,MIN,255.58815122876513,85,553.0,36.0,3.0,QB2
00-0036971,Trevor Lawrence,QB,JAX,250.32364125755018,85,554.0,37.0,4.0,Backup
00-0033873,Patrick Mahomes,QB,KC,250.1343946430684,85,555.0,38.0,4.0,Backup
00-0038122,Desmond Ridder,QB,LV,249.0686645198062,70,636.0,39.0,4.0,Backup
00-0039851,Drake Maye,QB,NE,248.49685171754112,90,639.0,40.0,4.0,Backup
00-0033077,Dak Prescott,QB,DAL,247.25148408748646,85,643.0,41.0,4.0,Backup
00-0036355,Justin Herbert,QB,LAC,246.90112616992315,95,644.0,42.0,4.0,Backup
00-0034857,Josh Allen,QB,BUF,244.57701631726854,95,648.0,43.0,4.0,Backup
00-0039398,Joe Milton III,QB,NE,244.4376050884116,75,649.0,44.0,4.0,Backup
00-0036945,Justin Fields,QB,PIT,243.5709016580423,95,651.0,45.0,4.0,Backup
00-0036972,Mac Jones,QB,JAX,243.2797010926214,70,652.0,46.0,4.0,Backup
00-0038579,Aidan O'Connell,QB,LV,243.19409854956888,75,653.0,47.0,1.0,Elite QB1
00-0029604,Kirk Cousins,QB,ATL,242.48461358111416,85,654.0,48.0,4.0,Backup
00-0039376,Spencer Rattler,QB,NO,242.25327166297936,75,655.0,49.0,4.0,Backup
00-0036312,Jake Luton,QB,LV,242.01799055791054,75,656.0,50.0,4.0,Backup
00-0029263,Russell Wilson,QB,PIT,240.6390524400952,95,657.0,51.0,4.0,Backup
00-0026143,Matt Ryan,QB,ATL,240.6390524400952,95,657.0,51.0,4.0,Backup
00-0037013,Zach Wilson,QB,DEN,240.5975504093496,85,659.0,53.0,4.0,Backup
00-0036197,Jake Fromm,QB,DET,240.58275371401933,75,660.0,54.0,4.0,Backup
00-0031280,Derek Carr,QB,NO,240.0975533043346,95,661.0,55.0,4.0,Backup
00-0038998,Jake Haener,QB,NO,240.0428194216881,75,662.0,56.0,4.0,Backup
00-0038102,Kenny Pickett,QB,PHI,239.92803443703872,85,663.0,57.0,4.0,Backup
00-0036212,Tua Tagovailoa,QB,MIA,239.87758845262198,85,664.0,58.0,4.0,Backup
00-0035710,Daniel Jones,QB,MIN,239.45623171372324,70,665.0,59.0,4.0,Backup
00-0036389,Jalen Hurts,QB,PHI,239.44337471461512,95,666.0,60.0,4.0,Backup
00-0032268,Marcus Mariota,QB,WAS,239.38915503346482,70,667.0,61.0,4.0,Backup
00-0027973,Andy Dalton,QB,CAR,239.0228991662903,70,670.0,62.0,2.0,QB1
00-0033537,Deshaun Watson,QB,CLE,237.00896227038163,70,673.0,63.0,4.0,Backup
00-0031345,Jimmy Garoppolo,QB,LA,236.37300722250205,70,676.0,64.0,4.0,Backup
00-0033119,Jacoby Brissett,QB,NE,235.77263307469522,70,677.0,65.0,4.0,Backup
00-0039917,Michael Penix Jr.,QB,ATL,235.50311945604778,75,678.0,66.0,4.0,Backup
00-0032436,Jeff Driskel,QB,WAS,232.40892660983928,85,680.0,67.0,4.0,Backup
00-0028986,Case Keenum,QB,HOU,231.7478998902829,70,681.0,68.0,3.0,QB2
00-0038108,Bailey Zappe,QB,CLE,231.17898428032203,70,682.0,69.0,2.0,QB1
00-0032156,Trevor Siemian,QB,TEN,230.978723713,70,684.0,70.0,4.0,Backup
00-0035993,Tyler Huntley,QB,MIA,230.25676544832632,85,685.0,71.0,4.0,Backup
00-0037077,Sam Howell,QB,SEA,229.4013734141604,70,689.0,72.0,4.0,Backup
00-0037324,Chris Oladokun,QB,KC,229.10506606004134,75,690.0,73.0,3.0,QB2
00-0033869,Mitchell Trubisky,QB,BUF,224.69125665579625,70,692.0,74.0,4.0,Backup
00-0032434,Brandon Allen,QB,SF,223.47904755718014,85,693.0,75.0,3.0,QB2
00-0034401,Mike White,QB,BUF,222.27434206290064,85,694.0,76.0,4.0,Backup
00-0034438,Logan Woodside,QB,CIN,221.83385286689398,85,695.0,77.0,4.0,Backup
00-0036929,Ian Book,QB,PHI,217.76417372735474,75,697.0,78.0,4.0,Backup
00-0035264,Jarrett Stidham,QB,DEN,216.87586385156496,85,698.0,79.0,4.0,Backup
00-0037012,Trey Lance,QB,DAL,214.23165586545403,85,699.0,80.0,4.0,Backup
00-0035251,Will Grier,QB,DAL,213.36938806063125,75,700.0,81.0,4.0,Backup
00-0036384,Ben DiNucci,QB,NO,213.36938806063125,75,700.0,81.0,2.0,QB1
00-0038598,Jaren Hall,QB,SEA,212.82945376830003,75,702.0,83.0,4.0,Backup
00-0036898,Davis Mills,QB,HOU,212.14248422879672,70,704.0,84.0,4.0,Backup
00-0038400,Tanner McKee,QB,PHI,211.8897150444345,75,705.0,85.0,4.0,Backup
00-0038476,Tommy DeVito,QB,NYG,209.62725552757263,60,706.0,86.0,4.0,Backup
00-0031800,Taylor Heinicke,QB,LAC,209.6174173786608,70,707.0,87.0,4.0,Backup
00-0032950,Carson Wentz,QB,KC,208.2501533580637,70,709.0,88.0,3.0,QB2
00-0037327,Skylar Thompson,QB,MIA,208.03430211544185,60,710.0,89.0,4.0,Backup
00-0032792,Nate Sudfeld,QB,DET,204.51692830188804,85,711.0,90.0,4.0,Backup
00-0038582,Clayton Tune,QB,ARI,201.5602490575899,75,713.0,91.0,4.0,Backup
00-0034577,Kyle Allen,QB,PIT,195.74804812234842,70,715.0,92.0,4.0,Backup
00-0033958,Nathan Peterman,QB,ATL,195.32185585035378,85,716.0,93.0,4.0,Backup
00-0038391,Sean Clifford,QB,GB,195.166797810551,75,717.0,94.0,4.0,Backup
00-0038550,Hendon Hooker,QB,DET,190.62747032665575,75,718.0,95.0,4.0,Backup
00-0037175,Anthony Brown,QB,BUF,190.3575679082484,75,719.0,96.0,2.0,QB1
00-0026300,Josh Johnson,QB,BAL,188.92515416324056,85,720.0,97.0,4.0,Backup
00-0038416,Tyson Bagent,QB,CHI,186.9860523452371,75,721.0,98.0,4.0,Backup
00-0033319,Nick Mullens,QB,MIN,180.98979164649458,70,722.0,99.0,4.0,Backup
00-0036928,Kyle Trask,QB,TB,176.8443616484226,85,725.0,100.0,4.0,Backup
00-0031237,Teddy Bridgewater,QB,DET,173.71085542116865,70,726.0,101.0,4.0,Backup
00-0035100,Jake Browning,QB,CIN,172.15141442373996,60,727.0,102.0,4.0,Backup
00-0039677,Sam Hartman,QB,WAS,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0039107,Stetson Bennett,QB,LA,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0039723,John Paddock,QB,ATL,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0039597,Zack Annexstad,QB,TB,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0038385,Dresser Winn,QB,LA,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0037068,E.J. Perry,QB,JAX,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0039331,Emory Jones,QB,ATL,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0039633,Rocky Lombardi,QB,CIN,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0039501,Jack Plummer,QB,CAR,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0039575,Jason Bean,QB,IND,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0039801,Devin Leary,QB,BAL,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0039797,Jordan Travis,QB,NYJ,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0039577,Kedon Slovis,QB,HOU,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0034737,Luis Perez,QB,LAC,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0039334,Andrew Peasley,QB,NYJ,62.4593012347356,75,970.0,103.0,2.0,QB1
00-0038637,Max Duggan,QB,LAC,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0038658,Adrian Martinez,QB,NYJ,62.4593012347356,75,970.0,103.0,1.0,Elite QB1
00-0039238,Michael Pratt,QB,TB,62.4593012347356,75,970.0,103.0,4.0,Backup
00-0039464,Austin Reed,QB,CHI,62.4593012347356,75,970.0,103.0,2.0,QB1
00-0039657,Casey Bauman,QB,LAC,62.4593012347356,75,970.0,103.0,3.0,QB2
00-0039482,Gavin Hardison,QB,MIA,56.963143713113446,75,990.0,123.0,4.0,Backup
00-0038150,Nathan Rourke,QB,NYG,56.24020309220278,75,991.0,124.0,4.0,Backup
00-0039699,Tanner Mordecai,QB,SF,56.24020309220278,75,991.0,124.0,4.0,Backup
00-0038132,Matt Corral,QB,MIN,56.24020309220278,75,991.0,124.0,4.0,Backup
00-0036679,Shane Buechele,QB,BUF,56.24020309220278,75,991.0,124.0,4.0,Backup
00-0039534,Carter Bradley,QB,LV,56.24020309220278,75,991.0,124.0,3.0,QB2
00-0039923,J.J. McCarthy,QB,MIN,56.24020309220278,75,991.0,124.0,4.0,Backup
